number,year,type,Luminance,Contrast,Structure
18315,2006,Crime,102.2689095,90.9265161,175.6527031
18316,2009,War,89.70048354,58.57886186,70.93217112
18317,2008,Crime,84.68770576,53.52088717,109.4262791
18318,2002,,,,
18319,2001,Crime,48.36557613,71.22041293,91.67855308
18320,2011,Wuxia Sci-Fi Romance Suspense Time Travel,135.4633436,77.4887979,131.4765662
18321,2010,Romance Spy Warfare Action,81.34643004,66.21654211,108.9511108
18324,2011,Modern City,81.03975309,65.93930745,75.97736362
18325,2012,Crime,224.7062654,58.4366794,82.86057416
18326,2010,Family Romance,146.8128498,61.46583033,84.960916
18327,2010,Historical Legend,73.99140947,64.85528444,105.9538678
18328,2021,Rural,157.4342078,74.37118613,92.09734544
18329,2005,Family Romance Inspiration,76.80670782,75.35678882,107.6112053
18331,2001,Ancient Costume Crime,117.0173251,58.13720316,116.3102638
18332,2002,Sci-Fi Suspense,225.3526543,57.860579,81.00146261
18333,2009,Action Suspense,50.06243827,54.21615726,83.47415405
18335,2018,Documentary,58.22057613,33.50938307,44.49588903
18336,2017,Modern City Youth Idol Inspiration,89.09865226,81.05461497,122.3408095
18337,2005,Ancient Costume Historical Legend,81.21240741,56.60916478,96.20538789
18338,2015,Romance,160.5575514,78.58383587,115.8583234
18339,2020,Ancient Costume,61.55564815,49.84821086,59.13038738
18340,2001,Romance,142.0371811,48.46086152,113.1161797
18341,2016,Documentary,114.1053601,29.44941992,35.24267879
18342,2018,Comedy Romance,168.3795576,78.48070534,122.7390446
18343,2017,Revolution,125.8847325,49.20130989,74.56735561
18344,2013,Ancient Costume,128.229784,53.77362786,100.4841429
18345,2004,Ancient Costume,126.7443004,58.38029951,97.46342567
18346,2008,Family,187.2681584,75.71447689,99.54923475
18347,2010,Romance Comedy,82.75080247,72.66220651,214.463429
18348,2011,Romance Romance Comedy Comedy,188.4513786,86.24673097,117.1806942
18349,2002,Romance,171.5820165,65.70280075,151.9395734
18350,2016,Comedy Romance,133.1467798,59.07672584,89.54849285
18351,2017,,178.2273148,71.17393452,84.89852119
18352,2019,Rural,196.1140123,59.95116844,71.09809841
18353,2018,Modern City,194.0420782,60.92045308,110.2629339
18354,2014,War,45.22633745,47.10442023,75.30408394
18356,2013,Modern City Family,138.8771605,72.47359994,112.2481484
18357,2022,Suspense,90.1983642,48.27816971,90.46790182
18358,2019,Myth and Fantasy,107.9520473,54.06502691,120.4090381
18359,2003,Romance,116.5862243,78.30433383,111.7929437
18361,2013,Ancient Costume,98.980607,50.76797179,109.254078
18362,2016,Revolution,135.4531996,76.43968877,123.2479875
18363,2019,Revolution,85.56286008,52.97909809,99.73575132
18364,2021,Romance Ancient Costume,173.7260905,38.97449433,63.23969466
18365,2020,Rural,103.5825206,49.43154577,83.66831581
18366,2006,Romance,189.0444444,70.16789155,104.9527293
18367,2014,Inspiration Modern City,134.9394239,56.01857949,71.27374422
18368,2000,Romance Modern City,113.3085494,47.77563898,93.54004827
18369,2018,Modern City,197.2147325,73.31851408,84.49330138
18370,2013,Youth Idol,175.6964815,54.60875844,115.821387
18371,2017,Modern City,149.7427881,73.35958288,64.73927833
18372,2005,Ancient Costume Historical Legend,90.64019547,44.72544681,107.8627989
18373,2005,War,170.7249897,55.59794269,72.8354956
18374,2011,Suspense Spy Warfare,58.83984568,71.23616116,73.54783119
18375,2003,Wuxia,129.871214,60.63265257,70.15411966
18376,2010,Romance Family,94.03466049,62.95807445,75.4222945
18377,2007,Family,98.20583333,32.36474974,66.52753269
18378,2006,,99.22582305,67.61116674,152.6319052
18379,2014,Comedy Myth and Fantasy,78.38855967,58.41631231,82.3241551
18380,2001,Action Ancient Costume,105.3506893,83.23010823,134.3308243
18381,2009,Suspense,111.5441564,51.63831804,108.4048999
18382,2003,Family Romance,180.0613683,59.12067287,71.11978482
18383,2022,Suspense,100.2839609,63.5217337,69.7008948
18384,2009,Romance,90.76029835,69.03469339,120.2395188
18385,2017,Youth Idol,136.2139198,67.67866227,95.77151735
18386,2014,Romance Modern City,148.3732407,73.81834269,148.1419767
18387,2000,Modern City,,,
18388,2013,Romance Modern City,223.3239198,42.46716335,59.90797615
18389,2020,Romance Ancient Costume,127.0436831,85.1417365,97.13529801
18390,2001,Comedy Family,135.9811934,72.87700527,123.7036581
18391,2021,Modern City,114.7360802,42.27078964,51.96763942
18392,2022,Modern City Romance,141.9629321,57.61215716,58.32681906
18393,2023,Modern City,197.1666667,61.17969737,92.08130259
18394,2009,Romance,120.9514095,61.87774515,98.78026415
18396,2023,Modern City,172.8147737,53.01981918,88.96773412
18397,2012,Historical Legend Ancient Costume,124.1963066,93.1682191,156.1366406
18398,2011,Revolution,120.2641461,61.33081156,129.6540837
18399,2020,Crime,81.74012346,58.77022632,80.20534094
18400,2016,Youth Idol,157.9081584,58.66192682,55.80900724
18401,2016,Ancient Costume Historical Legend,75.05832305,53.14925722,107.1814675
18402,2007,Suspense,75.30450617,61.57026325,91.41900445
18403,2009,Documentary,25.30055556,27.78748526,22.33640094
18404,2016,Inspiration Spy Warfare Suspense,105.4189403,83.27035097,146.0333439
18405,2019,Romance Suspense,151.8522428,90.35448672,108.4403333
18406,2010,Historical Legend War,137.3389609,66.81638168,142.9938307
18407,2006,War,91.55615226,70.32197041,117.9517998
18408,2009,War,128.1095267,55.86239376,104.2435079
18409,2012,Family,148.7447325,75.56850694,110.1672811
18410,2012,Historical Legend,57.86213992,58.66710934,114.7926653
18411,2013,Documentary,83.61007202,67.83102086,48.41457859
18412,2018,Comedy,143.5123663,68.07160107,127.3829241
18413,2022,Modern City,98.35237654,55.20924765,65.75155921
18414,2009,Family,73.49789095,80.79483464,112.9083296
18416,2001,,,,
18417,2001,,,,
18418,2002,Romance,151.6541564,76.58543094,104.7639977
18419,2001,Romance,,,
18420,2008,Family,,,
18421,2012,Modern City Romance,174.6494444,59.49669866,87.47930712
18422,2013,Comedy Action Sci-Fi Suspense Crime,213.947356,55.55659421,85.19764682
18423,2014,Military Family Romance,175.7070267,65.49632808,104.9829059
18424,2014,War Revolution,105.4748971,57.69351055,90.59330083
18425,2014,Comedy,99.01746914,56.95906446,101.9301599
18426,2015,Inspiration Youth Idol,209.68143,56.96842318,97.49519588
18427,2016,Inspiration Comedy Youth Idol,201.702037,71.75132485,105.078754
18428,2016,Comedy,88.16908436,77.15302509,120.5695967
18429,2022,Modern City Comedy,191.9969136,64.9322416,83.89652451
18430,2013,Youth Idol Romance,211.3170576,47.92308104,51.94721911
18431,2016,Modern City,156.1924486,63.77998061,100.6206774
18432,2007,Comedy,131.8663066,75.79723721,87.27243517
18433,2001,Romance,195.1621193,77.89988545,84.82746163
18434,2011,Family Comedy,141.7250309,54.38459086,144.9160349
18435,2014,Spy Warfare Action,64.33001029,74.40351606,111.239406
18436,2004,Romance Family,141.1305864,64.26384732,104.0785881
18437,2019,Comedy,133.4133025,61.93305089,114.454677
18438,2004,Romance,154.8683745,80.50450247,118.6179716
18439,2006,Family,127.4613786,75.6625281,72.03218981
18440,2001,Spy Warfare,121.5088374,71.50986265,66.73475218
18441,2015,Modern City Family,81.42675926,45.06425027,70.15417716
18442,2001,Ancient Costume Comedy,147.3079835,72.79105874,157.3008986
18443,2020,Comedy Romance,200.5680658,58.2704073,53.52102645
18444,2020,Comedy Romance,163.7402058,59.41293953,58.63434273
18445,2008,Historical Legend War,97.33904321,73.84225358,148.5190634
18446,2005,Romance,116.3809362,73.49449715,102.9974559
18447,2009,Crime,83.7848251,77.35155441,133.971128
18448,2004,Crime,85.20908436,64.16737788,103.4050237
18449,2001,Modern City,91.86536008,72.06894854,90.3636968
18450,2020,Crime,75.69720165,69.23336157,103.9475655
18451,2009,War Romance Historical Legend Revolution,70.00933128,52.7742627,90.71040456
18452,2002,War,,,
18453,2000,Historical Legend,,,
18454,2006,War,159.282963,64.39112045,110.1162536
18455,2012,Romance War,87.68743827,75.03101245,82.74093005
18456,2017,Revolution,126.7276646,74.23772654,151.9140054
18457,2004,Romance,,,
18458,2021,Ancient Costume,167.3614198,39.60224971,53.60781541
18459,2011,War,67.18273663,54.14061237,117.8176737
18460,2012,Historical Legend Family Rural Revolution,107.4310082,69.16421127,77.31807769
18461,2014,Modern City Romance Youth Idol,152.0817593,91.42859957,83.76084323
18462,2024,Suspense,67.0872428,55.84873863,69.19747192
18463,2017,Comedy,64.70289095,62.35039385,131.0512547
18464,2020,Suspense Modern City,90.2165535,71.24185859,97.96754087
18465,2017,Comedy Horror,71.81705761,67.20028575,99.8695175
18468,2016,Romance Sci-Fi Time Travel,51.36693416,48.041735,88.49411215
18469,2004,Family,,,
18470,2011,Revolution,120.9734877,65.84529667,77.63289148
18471,2020,Ancient Costume,209.9092798,54.10155954,57.59813661
18472,2024,Ancient Costume,115.5327881,53.54110566,70.40705173
18473,2016,Action Suspense,68.87683128,62.24050124,76.11848719
18474,2017,Sci-Fi Suspense,70.45640947,58.37662955,92.25742755
18475,2007,Action Romance,132.3495165,82.30071059,152.3114494
18476,2016,Modern City Family,192.0259774,66.51031105,68.60888699
18478,2009,War,63.60515432,60.21617873,96.92126311
18479,2006,War,122.5245576,62.62480472,127.5790767
18480,2003,Wuxia Ancient Costume,152.3724588,88.68131753,125.6962962
18482,2010,Inspiration Youth Idol,63.12853909,65.59161124,102.389455
18483,2011,Family,134.7111626,64.14084023,79.08055749
18484,2015,Ancient Costume,123.7344856,65.31405797,163.3456422
18485,2020,Revolution,155.2629835,67.91860624,100.3442177
18486,2003,Romance Comedy,126.1232613,67.94723248,121.1976842
18487,2004,Romance,145.3205247,86.96594439,137.9833217
18488,2007,Comedy,119.2543313,80.85654317,148.2291538
18489,2006,Ancient Costume Comedy,110.2652469,53.95984517,113.9397637
18490,2006,Ancient Costume Comedy,163.2600514,58.42730224,101.5034133
18491,2008,Romance Family,141.5751646,65.23428392,101.6821817
18492,2005,Ancient Costume Comedy,131.9225617,71.35764946,120.4376692
18493,2010,Historical Legend War Spy Warfare,106.0958128,74.07994088,125.6855533
18494,2007,Suspense,87.98505144,51.2088692,94.36698293
18496,2014,Family,139.5036626,68.537815,121.7711858
18497,2015,Inspiration,155.6255864,69.84945444,106.7635405
18498,2013,Documentary,109.4891667,68.42246014,88.354235
18499,2016,Modern City,150.5577058,80.19033853,104.0383604
18500,2018,Modern City Comedy,133.4932407,68.23407361,96.32300255
18501,2018,Modern City,175.1291255,70.92768345,130.2197092
18502,2018,Romance,187.5834465,52.98104475,83.03405878
18503,2020,Rural Inspiration,113.8989609,65.14023182,92.48093737
18504,2019,Documentary,184.8901543,53.88256513,56.69497856
18506,2013,War,99.99118313,45.45459764,71.86801588
18507,2011,Historical Legend,107.7585391,72.30493461,98.74218743
18508,2016,Comedy,172.5657922,63.69792162,93.49837755
18509,2010,Romance,101.8440226,83.69962352,98.19281083
18510,2018,Modern City,96.74020576,67.53363007,109.6430196
18511,2017,Crime,144.2727675,67.6675317,113.5093389
18512,2012,Revolution War,54.06763374,59.3773158,103.6994684
18513,2009,Crime,89.4463786,70.94025224,94.12223941
18516,2015,Crime Suspense,58.49076132,64.58472007,93.91907775
18517,2014,Military,119.1329012,70.32514252,124.7194657
18518,2003,Comedy Family,185.0845782,65.10316628,116.8248024
18519,2006,Animation,160.513179,59.76221909,125.8871799
18520,2007,Romance,118.1811728,62.08918545,104.6172389
18521,2017,Crime Suspense,76.65696502,62.97765666,122.8240348
18522,2022,Modern City,144.2474486,63.52230712,58.67251294
18523,2012,Comedy,115.208035,39.1896996,56.15620492
18524,2006,Youth Idol Romance,183.2441872,76.96645996,89.80456341
18525,2008,Family Modern City,102.6101955,65.9194453,57.81570187
18526,2008,Crime,91.8650823,73.22826934,86.97895019
18527,2017,Suspense,157.3573148,69.55434157,96.05823492
18528,2018,Comedy,82.99570988,58.73781541,119.9155911
18529,2007,Action Comedy,74.4408642,47.33671633,113.3552886
18530,2019,War,53.62442387,50.82460229,86.80810462
18531,2006,Romance,168.6143519,100.4579495,106.6404157
18532,2013,Family Modern City,143.7266152,83.12021256,142.3894548
18533,2000,Romance,,,
18534,2014,Modern City Inspiration Romance,177.825144,74.61639499,127.3215206
18535,2022,Modern City Romance,127.4534362,59.20030823,110.9527384
18536,2021,Modern City,176.3503395,60.56488009,78.82283784
18537,2014,Documentary,72.8893107,33.62254475,31.80749345
18538,2019,Documentary,108.6098663,77.83267036,52.37612813
18539,2021,Romance,146.7916872,58.11579013,72.56910734
18540,2009,Romance Ancient Costume Historical Legend,104.1054835,56.45586658,66.16088548
18541,2021,Ancient Costume,144.6076235,70.91595821,104.1368055
18542,2024,Modern City,150.5214198,76.74270179,80.49847137
18543,2022,Modern City,55.19317901,46.01548515,60.20072532
18544,2014,Documentary,10.38692387,34.01554401,32.98559522
18545,2011,Modern City,102.1063374,61.51807263,102.8503664
18547,2019,,161.6727778,42.84550511,38.5166653
18548,2010,Family,111.5792387,82.20594519,113.9982452
18550,2014,Comedy Family Modern City,157.0527572,62.18073397,92.45276103
18551,2003,Comedy,134.5252263,71.23600983,136.7027721
18552,2005,Family,114.5455967,71.61012411,55.99799726
18554,2008,Comedy Family Children,161.7944033,63.34586388,95.92905445
18555,2007,Comedy Family Children,108.6644444,71.00612878,151.1598215
18556,2006,Family Comedy Children,102.6458128,69.78068195,142.2996615
18557,2005,Family Comedy Children,160.5597942,76.44335947,153.6765588
18558,2004,Comedy Family Children,147.4550412,72.57863406,114.4519142
18559,2010,Family,104.5939198,85.27683716,102.1977713
18560,2007,Family,132.5208745,80.32030897,113.4800813
18561,2010,Family,155.5495165,68.24284989,79.58148944
18562,2014,Family Modern City,123.2416049,83.04958124,112.1281446
18563,2004,Family,,,
18564,2007,Family,125.0356379,62.6467435,99.97620996
18566,2008,Family,158.8703601,92.19727973,126.1913878
18567,2007,Family,145.6999177,62.26118615,115.8299809
18568,2012,Family,164.8041975,82.65874473,80.29932042
18569,2014,Action Romance Crime,81.09941358,86.40107014,98.82839822
18570,2018,Comedy,140.4158745,74.6993673,107.3610985
18571,2016,Family,181.6672942,59.0632187,67.42296096
18572,2009,Family,150.6828189,87.28925823,115.6861311
18573,2005,Family,,,
18574,2007,Family,105.3924794,84.36584929,120.1968091
18575,2002,Comedy,169.2932407,62.5529832,74.09753325
18576,2003,Comedy,97.03624486,55.96433179,85.61140019
18577,2005,Comedy,92.97442387,51.70300896,102.7214177
18578,2001,Comedy,81.47443416,76.77641102,115.7237559
18579,2016,,28.45511317,31.98084788,53.51808159
18580,2022,Comedy,82.71146091,59.23381771,111.6837767
18581,2015,Historical Legend,122.6329424,61.88747655,94.05657729
18582,2016,Revolution War,117.3168724,74.63724814,111.8133101
18583,2005,Family,121.7962346,66.02913952,130.9074604
18584,2010,Youth Idol Romance Comedy Modern City,201.379321,70.52736681,117.5195755
18585,2006,Family,123.3149177,64.92605674,77.8319123
18586,2000,Modern City,,,
18587,2011,Family,138.0150412,74.53283572,137.6065897
18588,2009,Modern City Comedy,,,
18589,2006,Romance,143.2853807,75.6910258,86.31726439
18590,2009,Family,106.8307305,52.74025898,101.8947545
18591,2009,,107.3330247,64.12216911,136.290841
18592,2006,Family,90.42252058,73.78700317,100.3874931
18593,2008,,88.42804527,75.69295749,123.5456076
18594,2010,,,,
18595,2006,Animation,146.3045473,67.85852315,162.2676249
18596,2007,Comedy Family,161.3939712,86.32786777,151.7593764
18597,2011,Family,173.6136831,77.66757946,107.0413577
18598,2012,Family,171.0564712,61.47142374,87.07848792
18599,2015,Comedy Modern City,172.769856,66.39827345,89.34262506
18600,2014,Documentary,82.81393004,61.69581166,86.30658186
18601,2018,Family,204.6473457,57.23473575,54.06100241
18602,2010,Romance Modern City,132.1294959,70.41741296,130.29272
18603,2021,Modern City,45.87246914,66.1079734,57.44182753
18604,2009,,151.8573354,73.35533611,103.2023478
18605,2011,Romance Modern City,162.1571502,75.03872351,106.8495829
18606,2015,Modern City Romance,132.5185288,73.73556946,121.4771786
18607,2014,Modern City Romance,173.8317078,56.87571996,71.88774126
18608,2019,Modern City,156.4509774,66.95238591,72.11454184
18609,2006,Family,111.7990329,58.20796407,93.9597035
18610,2015,Youth Idol,160.2365021,67.29229003,89.43963313
18611,2017,Suspense,77.24608025,70.82863434,136.7388473
18612,2014,Romance,95.40972222,75.63592919,83.05715435
18613,2007,Comedy,90.83966049,42.14077331,73.58844935
18614,2017,Myth and Fantasy Ancient Costume,205.0600206,52.35237365,66.06638834
18616,2011,,151.1146193,74.58853537,107.565014
18617,2018,Comedy,227.0227778,46.69903282,67.51168342
18618,2013,Romance,139.8841049,61.91522292,142.386667
18619,2020,Inspiration,205.4398971,43.30979333,83.14184906
18620,2021,Ancient Costume,54.2425,41.42448966,67.14550767
18621,2007,War,99.88760288,67.28473028,125.395256
18622,2004,War Historical Legend,81.95171811,64.06494859,134.7501634
18623,2011,Youth Idol,169.3384156,61.26954901,89.48156938
18625,2005,Modern City,132.4645988,76.96540737,122.4769368
18626,2019,Romance,126.5313992,55.97435959,78.79689331
18627,2019,Youth Idol,130.0216461,52.61607357,81.4283891
18628,2019,Youth Idol,126.062037,50.72058108,80.88887162
18629,2005,Romance,174.8703601,86.57114462,124.7577275
18630,2013,Modern City Comedy,182.5256687,59.52225592,109.9963261
18631,2015,Comedy,125.9963374,68.23532287,154.7004032
18632,2014,Revolution,181.8430041,45.7612729,64.34053684
18633,2013,Comedy Modern City,181.7462346,39.29864847,38.93799739
18634,2016,Comedy,207.393642,59.00389421,40.10828051
18635,2017,Modern City Youth Idol,177.8763066,49.86802952,68.66491769
18636,2017,Youth Idol,155.9458642,59.96578132,99.91150857
18637,2006,Romance Youth Idol,73.9206893,69.95617555,138.3041736
18638,2016,Ancient Costume Comedy,155.2945473,66.99687167,111.8637503
18639,2007,Ancient Costume Comedy,99.75047325,73.85958288,131.56041
18640,2015,Animation,141.6153601,65.36584134,149.9799005
18641,2013,Myth and Fantasy Animation,97.20641975,66.57377049,110.2148313
18642,2017,Animation Children,141.494928,37.48343468,55.23779482
18643,2019,Revolution,150.262037,65.93487012,92.31484795
18644,2006,Romance,148.63643,91.67370797,113.7046875
18645,2019,Modern City,167.7574177,65.35906406,67.9839436
18646,2006,Crime,65.0423251,59.58348207,97.28823152
18647,2009,Crime,102.7314712,77.01007578,140.5493328
18648,2013,Action Crime,102.3729733,67.47837831,167.5765065
18649,2015,War Children Animation,124.3775823,77.28772797,80.93655782
18650,2017,Modern City,65.67125514,58.64301899,91.34340567
18651,2012,Modern City Comedy,,,
18652,2021,Youth Idol,156.0617901,54.12061089,127.8354503
18653,2021,Romance,194.9457202,59.96768142,64.08788172
18654,2016,Children,136.5717695,63.19208399,138.9140967
18655,2011,Animation Children,134.1337243,72.61913384,130.9222895
18656,2010,Animation Children,136.7798663,77.2312729,115.3982908
18657,2019,Modern City,154.6616358,77.22645502,131.8186895
18658,2016,,113.0128807,70.24320785,138.3062318
18659,2019,Action Crime,82.67731481,67.94231925,96.37264191
18660,2016,Animation Children,83.63565844,64.08205607,112.760607
18661,2001,Wuxia Romance Action,134.86,59.96184271,86.44394434
18662,2007,Action Wuxia Ancient Costume,47.08664609,55.9991485,71.21445586
18663,2008,Family,80.13809671,74.79911047,72.7629921
18664,2021,Comedy,115.6350206,92.5745432,125.8362696
18665,2015,Modern City Family,142.8813786,81.30852222,91.47712973
18666,2006,Animation,160.3542284,60.69646844,140.687307
18667,2014,Inspiration Youth Idol,87.72182099,72.37363354,115.6571978
18668,2016,Modern City,116.4848251,52.62001348,110.5110909
18669,2016,Animation Children,98.23881687,77.87406496,124.5557082
18670,2016,Animation Children,79.42282922,65.11992112,78.49789919
18671,2017,Military Inspiration,90.40404321,58.13176329,121.1633516
18672,2017,Inspiration Military,128.5570988,71.07949985,126.7099233
18673,2008,Action Suspense Crime Spy Warfare,166.4688889,65.48120186,76.42433045
18674,2009,Action Suspense Crime Spy Warfare,183.9167593,72.20880071,89.69511849
18675,2007,Action Suspense,200.7753189,74.00258422,72.49316931
18676,2004,Modern City,105.0713889,69.44765071,106.1249318
18677,2010,,32.94432099,34.62326085,41.49138086
18678,2012,War Suspense,78.94906379,53.87801654,111.9962153
18679,2014,War,113.2726646,62.83888623,115.9736128
18680,2010,Action Crime,127.1769136,71.23515207,36.97895381
18681,2012,Action Crime,143.4905247,49.07013366,54.0895009
18682,2013,Crime,93.73234568,41.98937827,55.91029225
18683,2014,Crime,101.973251,85.13231824,46.24326473
18684,2006,Family,107.7804218,53.30883277,119.939273
18685,2018,Modern City Romance,156.9148354,74.71489975,119.8945328
18686,2021,Modern City,62.49893004,59.4302991,116.3358928
18687,2012,Animation,150.8682613,77.04955477,125.604174
18688,2019,,184.2102572,52.56309553,95.34860162
18690,2014,Animation Children,119.9213169,72.16889586,187.2405002
18691,2014,Animation Children,125.8438066,67.3672475,148.0191406
18692,2007,Children,150.8049486,75.161215,118.7902452
18693,2007,Children,111.2792901,62.26109741,95.04356851
18694,2008,Family,78.40116255,46.90716583,77.92733456
18696,2020,Myth and Fantasy,119.6076235,62.83684767,87.99828902
18697,2009,Animation Children,127.8566049,54.95349899,105.1835635
18698,2008,Family,52.06246914,70.82750293,107.907858
18699,2015,Crime,145.9239712,94.38488809,117.588241
18700,2002,Family Romance,109.6675,103.802502,74.69145786
18701,2016,Modern City,174.6969753,70.76236842,80.95621458
18702,2015,Documentary,70.10736626,69.74618325,73.54266534
18703,2018,Comedy Suspense,147.5306996,63.30641813,108.0029282
18704,2018,Suspense,214.8009259,49.51061676,55.82305035
18705,2002,Ancient Costume,173.6667078,68.10857803,139.5503871
18706,2004,Suspense,76.22743827,50.57587046,72.08628983
18707,2014,Family Modern City,95.88386831,60.58215922,59.20801286
18708,2007,Suspense,96.3090535,80.91662147,102.2798685
18709,2004,Suspense,122.1994444,72.83881958,99.08637486
18711,2015,Modern City,179.661286,58.71864609,74.44280291
18712,2017,Modern City Family,125.5822942,63.03639697,103.5832056
18713,2019,,152.2784156,67.72928377,95.56108022
18714,2015,Modern City Romance,180.3197016,66.07982222,78.12514567
18715,2004,Family,162.7883128,65.04815851,108.6752494
18716,2022,Modern City,183.0293519,65.76236613,61.99347212
18717,2001,Family,142.8275103,75.80621385,138.9952756
18718,2008,Family,99.50498971,51.74752629,77.46150612
18719,2010,Family Modern City,200.7879424,54.8379987,103.1203964
18720,2001,,165.9768827,53.53801802,74.20257796
18721,2008,Family,159.0417181,71.23976324,88.29186806
18722,2014,Modern City Family,61.39592593,53.41962957,53.18887868
18723,2007,Family,97.17617284,75.86545441,85.04517815
18724,2011,Modern City,133.0270062,67.22661863,71.37417717
18725,2020,Romance Suspense,188.9557305,67.82048992,72.39845811
18726,2015,Youth Idol,184.2340432,69.20365416,99.08511301
18727,2020,Crime,86.82340535,58.29830463,68.5081924
18728,2022,Suspense,83.64313786,41.62980969,72.53296239
18729,2017,Modern City Family,150.9687551,64.1947992,122.7459353
18730,2009,Family,100.7470988,57.78495051,111.7182162
18731,2008,Family,22.58365226,43.54290347,56.23823478
18732,2006,,138.7810597,76.83576639,121.4212466
18733,2005,Family,141.9360597,80.24550727,98.46764075
18734,2001,Family Romance,,,
18735,2012,Family Comedy,137.7597119,72.32877751,150.7878051
18736,2013,Sci-Fi Horror,134.5579012,68.61526769,64.3515246
18737,2014,Modern City Family,199.6511008,61.18140459,89.03145114
18738,2015,Modern City Inspiration,149.9021811,61.13901686,136.0866457
18739,2016,Comedy,150.0319239,48.25688355,95.0435523
18740,2017,Comedy,137.4700103,74.93310615,107.250543
18741,2020,Modern City Comedy,159.2209053,60.83385969,126.6265863
18742,2005,Romance,159.2775617,78.67475533,135.4341648
18743,2014,Action Crime,77.56373457,60.11484595,99.85024801
18744,2018,Ancient Costume,134.4738683,78.49598451,73.10603166
18745,2013,Youth Idol Romance,203.5497737,53.65389515,51.55496974
18746,2020,Romance,187.2072737,66.49218611,98.5961371
18747,2006,Family,124.9577675,76.48276734,123.8394288
18748,2005,Ancient Costume,85.38707819,70.91448558,91.82690405
18749,2006,Family,148.079321,71.11638916,110.536064
18750,2011,Suspense,76.11274691,74.67968798,90.77214938
18751,2014,Modern City Romance,43.29098765,58.49728509,87.15269652
18752,2002,Family,129.2607099,76.34781147,133.4482648
18753,2008,Family,94.59127572,90.88596211,102.2039511
18754,2007,Family,161.7574074,63.62320196,73.03989995
18755,2005,Family Romance,126.1394547,52.65361738,89.44967286
18756,2006,Crime,66.68354938,75.89792591,102.4072777
18757,2002,Romance Comedy,104.3451132,68.81455056,116.6835959
18758,2011,Suspense Horror,120.1598148,70.24588937,115.9274757
18759,2012,Suspense Horror,89.37487654,55.16966277,100.010992
18760,2013,Suspense Horror,75.00099794,59.53244671,92.18983373
18761,2014,Suspense Horror,116.8519033,73.85036445,92.14878388
18762,2015,Crime,89.81228395,75.56838555,83.68495275
18763,2016,Crime,89.63149177,71.87958891,62.85548396
18764,2017,Sci-Fi Suspense,78.86896091,66.63374279,121.0706412
18765,2017,Comedy Crime Suspense,170.0724588,37.08541341,47.02766827
18766,2017,,47.96308642,50.75943014,48.3839661
18767,2019,Suspense Crime,143.1491564,62.93843827,56.10788219
18768,2023,Romance,132.2124486,75.73565755,76.20564721
18769,2011,Ancient Costume,101.0634671,53.54634252,157.2849251
18770,2010,Historical Legend,70.93614198,62.51978194,95.23886066
18771,2015,Romance,84.93225309,64.72808516,82.91321043
18772,2021,Documentary,191.4092798,65.17018525,54.56786889
18774,2020,Suspense Modern City,138.9792695,70.52685602,99.85124181
18775,2016,Historical Legend War,138.1345165,61.44347767,133.837774
18776,2008,Modern City,178.0358333,74.45179484,101.8264324
18777,2010,Modern City,99.2675823,90.56738661,130.7609903
18778,2002,Romance,80.00737654,60.16250898,74.71257854
18779,2019,Myth and Fantasy,156.2125823,76.85573442,100.3741431
18780,2011,Spy Warfare,39.68342593,54.49294171,90.30363701
18781,2014,Historical Legend,123.085463,59.92247865,89.54418719
18782,2007,Historical Legend,,,
18783,2008,Family,134.1679012,58.80615466,107.2091937
18784,2007,Romance,87.78427984,59.25201745,73.10661264
18785,2018,Family,151.1993416,63.72365441,86.8990341
18786,2015,Revolution,121.2730658,48.6443548,109.5118826
18787,2007,,,,
18788,2006,Revolution,122.9764095,88.03853328,139.5186499
18789,2017,Modern City,108.0349486,70.57511863,85.51827922
18790,2016,Modern City Family,77.9587037,66.85232791,80.06255044
18791,2016,Ancient Costume,140.1128909,84.55408734,115.5497616
18792,2000,Comedy Ancient Costume,105.3176749,79.9379836,107.6057112
18793,2001,Ancient Costume Comedy,125.963107,42.10922009,83.63670751
18794,2011,Suspense,29.09815844,39.87402184,57.82548329
18795,2002,Comedy Ancient Costume,125.6230144,62.02352643,126.3947548
18796,2016,Time Travel Youth Idol,110.072963,60.62420527,89.53472485
18797,2001,,,,
18798,2021,Comedy,57.29950617,62.95965058,117.6437766
18799,2020,Romance Suspense,71.28519547,71.06227063,112.7427821
18801,2008,Wuxia Ancient Costume,138.6966358,76.95047347,101.7144246
18802,2014,Suspense,89.34288066,75.60921028,160.1591015
18803,2006,,124.7679424,82.60911264,159.163853
18804,2004,Modern City Action,99.75003086,90.73615775,136.9889811
18805,2011,Inspiration Spy Warfare,71.08177984,65.82551266,73.95910958
18806,2016,Action,125.4892798,72.86476953,109.4471572
18807,2000,Youth Idol,,,
18808,2017,Sci-Fi Romance,155.9649691,58.35719474,90.42380565
18809,2012,Animation,184.372963,61.36531652,148.3284077
18810,2005,,,,
18811,2023,Modern City,135.9503704,56.76247969,123.4084952
18812,2015,Modern City,118.0120782,79.17878658,54.26878245
18813,2003,Comedy,186.7167593,66.90151267,108.6832293
18814,2009,Comedy Romance,124.4950412,91.18486624,121.7737875
18816,2001,Ancient Costume,152.9419136,72.65477519,111.4984268
18817,2014,Ancient Costume Comedy,120.2840123,63.46690476,131.0593495
